"Content type";"Record Number";Acronym;Title;ID;Teaser;Programme;"Start date";"End date";Language;"Available languages";"Last updated";URL
project;75586;MMCBG;"ENHANCING THE CAPACITY OF BIOMEDICAL RESEARCH IN BULGARIA";17147;"This proposal aims to improve the research capacities of Molecular Medicine Center (MMC) at the Medical Faculty of Sofia, Bulgaria. It targets improving capacities in specific R&T subjects, where the Molecular Medicine Center has already reached a crit ical threshold and inter...";FP6-LIFESCIHEALTH;2005-05-01;2008-07-31;en;en;"2009-12-15 00:00:00";https://cordis.europa.eu/project/rcn/75586_en.html
project;75269;EUROBLOODSUBSTITUTES;"Genomics and Blood Substitutes for 21st Century Europe";503023;"Blood transfusion is universally practised in all European countries. Blood is a biologic material that has the potential to transmit diseases (e.g. HIV and, perhaps, vCJD). European citizens are becoming increasingly concerned about blood safety, despite improved screening an...";FP6-LIFESCIHEALTH;2004-04-01;2006-09-30;en;en;"2009-12-23 00:00:00";https://cordis.europa.eu/project/rcn/75269_en.html
project;78709;TRIOH;"Targeting replication and integration of HIV";503480;"Anti-HIV drugs, used at present in the clinic, target the viral reverse transcriptase (RT) or protease (PR). Combination therapies are the current standard of care. However, as a result of insufficient drug plasma levels or of insufficient inhibitory power of the chosen drug c...";FP6-LIFESCIHEALTH;2004-01-01;2007-06-30;en;en;"2010-12-03 00:00:00";https://cordis.europa.eu/project/rcn/78709_en.html
project;78394;VIRAPT;"Antiviral Aptamers for Treatment of HIV-1 Infection";18763;"VirApt addresses the need for novel therapeutic and prophylactic interventions against HIV-infection to limit the spread and the devastating effects of the global AIDS epidemic on societies in developing countries, and to provide therapeutic options in t he developed world as ...";FP6-LIFESCIHEALTH;2005-12-01;2009-05-31;en;en;"2009-07-01 00:00:00";https://cordis.europa.eu/project/rcn/78394_en.html
project;84816;CLINIGENE;"European network for the advancement of clinical gene transfer and therapy";18933;"The field of gene therapy has matured and the prospects are exciting and hopeful since some treatments have now been shown to be effective in the clinic. However, precise quality and safety standards for clinical gene transfer have yet to be defined. Defining optimal methods f...";FP6-LIFESCIHEALTH;2006-04-01;2011-10-31;en;en;"2011-10-31 11:14:19";https://cordis.europa.eu/project/rcn/84816_en.html
project;86283;EURO-PHARMACO-GENE;"Design of targeted gene pharmaceutics using self-assembling functional entities";37283;"During the last years, developments in genomics have enabled an unprecedented acquisition of new knowledge with relevance for human disease. In parallel, the biotech industry has invented novel ways of generating drugs in order to meet the demands from the healthcare sector. H...";FP6-LIFESCIHEALTH;2007-03-01;2010-02-28;en;en;"2010-03-02 00:00:00";https://cordis.europa.eu/project/rcn/86283_en.html
project;85030;CARCINOGENOMICS;"Development of a high throughput genomics-based test for assessing genotoxic and carcinogenic properties of chemical compounds in vitro";37712;"The major aim of CARCINOGENOMICS is to develop in vitro methods for assessing the carcinogenic potential of compounds, as an alternative to current rodent bioassays for genotoxicity and carcinogenicity. The major goal is to develop a battery of mechanism-based in vitro tests a...";FP6-LIFESCIHEALTH;2006-11-01;2012-04-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/85030_en.html
project;86286;CILMALVAC;"The Tetrahymena system as an innovative approach to malaria vaccine antigen expression";37304;"This STREP, coordinated and lead by an SME, will focus on the development of new malaria vaccine candidates with the aim of taking at least one product to the stage of pilot scale up at GLP standard. Products showing most promise, once expressed in the Tetrahymena system, will...";FP6-LIFESCIHEALTH;2007-01-01;2010-06-30;en;en;"2010-07-05 10:11:24";https://cordis.europa.eu/project/rcn/86286_en.html
project;80010;CONTRAST;"A multidisciplinary alliance to optimize schistosomiasis control and transmission surveillance in sub-Saharan Africa";32203;"Abstract: CONTRAST is a multidisciplinary alliance bringing together key skills and expertise to generate new knowledge on biological, environmental and socio-economic factors relating to schistosomiasis in sub-Saharan Africa. The project will complement ongoing chemotherapy c...";FP6-INCO;2006-10-01;2010-09-30;en;en;"2010-09-30 14:28:59";https://cordis.europa.eu/project/rcn/80010_en.html
project;97173;STOPENTERICS;"Vaccination against Shigella and ETEC: novel antigens, novel approaches";261472;"To contribute to the development of vaccines against Shigella and ETEC for children of the developing world, STOPENTERICS will provide novel solutions by imposing a two-fold paradigm switch: (i) to break the dogma of serotype-specificity by inducing a cross-protective immunit...";FP7-HEALTH;2010-11-01;2017-12-31;en;en;"2017-07-02 09:04:37";https://cordis.europa.eu/project/rcn/97173_en.html
project;61260;"PARA-TB TRANSMISSION";"The role of wildlife in the epidemiology of mycobacterium avium subspecies paratuberculosis in domestic ruminants in Europe (PARA-TB TRANSMISSION)";QLK2-CT-2001-00879;"Recently non-ruminant wildlife species have been shown to harbour and excreteM.a.paratuberculosis (paraTB), a disease, which causes significant losses in domestic ruminants across Europe. The European wildlife host range and their role in the epidemiology of paraTB in domestic...";"FP5-LIFE QUALITY";2001-10-01;2005-08-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/61260_en.html
project;61453;;"Ecotoxicological relevance of leaching processes in solid residues exposed to freshwater model ecosystems";QLK4-CT-2000-40980;"The environmental relevance of solid residues is described by their leach ability and toxicity. Short-term leaching tests and bioassays have been developed to assess their initial leaching and direct effect. Criteria set up for their reuse or disposal is based on these test sc...";"FP5-LIFE QUALITY";2000-07-06;2001-07-05;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/61453_en.html
project;58506;MEDICAGO;"Integrated structural, functional and comparative genomics of the model legume medicago truncatula";QLG2-CT-2000-30676;"Plant end symbioses with mycorrhizal fungi and nitrogen- fixing nodule bacteria play a crucial role in the cycle of phosphorus and nitrogen in most agricultural ecosystems. Arabidopsis thaliana is unable establish root endosyrnbioses. Medicago truncatula has been chosen as a m...";"FP5-LIFE QUALITY";2000-12-01;2003-11-30;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/58506_en.html
project;64446;MARGENES;"Marine phytoplankton as novel model organisms for genomic and post-genomic studies of environmental sensing and niche adaptation (MARGENES)";QLG2-CT-2002-01226;"Cyanobacteria (prokayotes) and diatoms (eukaryotes) dominate the micro algal biomass in oceanic ecosystems. Since the marine environment represents a relatively untapped resource with regard to functional gene diversity, a significant potential exists for use of these phytopla...";"FP5-LIFE QUALITY";2002-09-01;2006-02-28;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/64446_en.html
project;97322;NIDIAG;"Syndromic approach to Neglected Infectious Diseases (NID) at primary health care level: an international collaboration on integrated diagnostic-treatment platforms";260260;"Neglected Infectious Diseases (NID) such as trypanosomiasis, leishmaniasis, schistosomiasis and soil-transmitted helminthiasis receive less than 5% of the global investment for tropical diseases research. Clinical praxis in disease-endemic countries (DEC) is rarely evidence b...";FP7-HEALTH;2010-11-01;2016-04-30;en;en;"2017-05-29 20:46:42";https://cordis.europa.eu/project/rcn/97322_en.html
project;98077;LEUKOTREAT;"Therapeutic challenge in Leukodystrophies: Translational and ethical research towards clinical trials";241622;"Leukodystrophies (LDs) are inherited rare neurodegenerative diseases of the white matter and its main component, the myelin, that are affecting predominantly children. Severity of the disease is related to the axonal dysfunction due to myelin deficiency or destruction. Despit...";FP7-HEALTH;2010-03-01;2013-08-31;en;en;"2017-05-25 22:22:29";https://cordis.europa.eu/project/rcn/98077_en.html
project;86782;EUSTROKE;"European Stroke Research Network";202213;"The European Stroke Research Network (EUSTROKE) will be a collaborative effort that brings together researchers, government, industry, the non-profit sector and patient group associations. This network will put Europe at the forefront of stroke research through its multi-disc...";FP7-HEALTH;2008-03-01;2013-08-31;en;en;"2017-05-30 17:27:19";https://cordis.europa.eu/project/rcn/86782_en.html
project;83988;OTAG;"Operational Management and Geo-decisional Prototype to track and trace agricultural production";43134;"This Specific support actions will complement the implementation of the 6th Framework Programme and may be used to help in preparations for future Community research and technological development policy activities including monitoring and assessment activities related to food ...";FP6-FOOD;2006-12-01;2009-11-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/83988_en.html
project;102723;FUNMETA;"Metabolomics of fungal diseases: a systems biology approach for biomarkers discovery and therapy";293714;"Humans have evolved intimate symbiotic relationships with a consortium of gut microbes (including fungi) and individual variations in the microbiome influence host health and disease. The fact that fungi are capable of colonizing almost every niche within the human body sugge...";FP7-IDEAS-ERC;2012-04-01;2018-03-31;en;en;"2017-04-24 09:23:54";https://cordis.europa.eu/project/rcn/102723_en.html
project;99431;SYM-BIOTICS;"Dual exploitation of natural plant strategies in agriculture and public health: enhancing nitrogen-fixation and surmounting microbial infections";269067;"With an unprecedented increase in the human population, higher agricultural production, enhanced food safety and the protection against alarming rise of antibiotic resistant pathogenic bacteria are amongst the main challenges of this century. This proposal centered on Rhizobi...";FP7-IDEAS-ERC;2011-07-01;2017-06-30;en;en;"2017-05-26 03:37:10";https://cordis.europa.eu/project/rcn/99431_en.html
project;105422;MutFlyGutBact;"""Host-intestinal bacteria mutualism: """"Learning on the fly""""""";309704;"Metazoans establish reciprocal interactions with the bacterial communities that colonize their mucosal surfaces. These interactions contribute to many aspects of host physiology including the promotion of digestive efficiency and proper immune system development and homeostas...";FP7-IDEAS-ERC;2013-01-01;2017-12-31;en;en;"2016-03-31 13:00:25";https://cordis.europa.eu/project/rcn/105422_en.html
project;94504;EFACTS;"European Friedreich's Ataxia Consortium for Translational Studies";242193;"EFACTS (the European Friedreich’s Ataxia Consortium for Translational Studies) assembles a body of expertise to adopt a translational research strategy for the rare autosomal recessive neurological disease, Friedreich’s ataxia (FRDA). FRDA is a severely debilitating disease t...";FP7-HEALTH;2010-05-01;2015-04-30;en;en;"2017-05-29 19:01:56";https://cordis.europa.eu/project/rcn/94504_en.html
project;106868;VIR4ENV;"Virulence factors of facultative pathogens and their role outside the human host";309064;"""The etiologic agent of cholera, Vibrio cholerae, is an important cause of human morbidity and mortality, particularly in developing countries or following environmental disasters. The watery diarrhea characteristic of cholera results from the action of bacterial virulence de...";FP7-IDEAS-ERC;2013-02-01;2018-01-31;en;en;"2015-03-11 03:36:28";https://cordis.europa.eu/project/rcn/106868_en.html
project;84622;HENVINET;"Health and Environment Network";37019;"To protect the health of populations and individuals, policies need to integrate environmental and health issues. The aim of HENVINET is to support such informed policy making. HENVINET will review, exploit and disseminate knowledge on environmental health issues based on rese...";FP6-SUSTDEV;2006-11-01;2010-04-30;en;en;"2010-10-18 00:00:00";https://cordis.europa.eu/project/rcn/84622_en.html
project;54622;DEPROHEALTH;"Probiotic strains with designed health properties";QLK1-CT-2000-00146;"The Lactic Acid Bacteria (LAB) is well known for their extensive use in the preparation of fermented food products. In addition, the potential health benefit they may exert in humans has been intensively investigated during the last century. However, the mechanisms underlying ...";"FP5-LIFE QUALITY";2001-02-01;2004-01-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/54622_en.html
project;63730;ARTRADI;"Antimicrobial resistance transfer from and between gram-positive bacteria of the digestive tract and consequences for virulence (ARTRADI)";QLK2-CT-2002-00843;"Horizontal gene transfer is one of the main mechanisms facilitating the spread of antibiotic resistance. There is a gap in our knowledge of the extent and rate of prokaryotic gene flux as well as barriers for the expression and maintenance of transferred genes in new hosts. Th...";"FP5-LIFE QUALITY";2002-09-01;2005-11-30;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/63730_en.html
project;54663;EUROCARINII;"Human pneumocystis carinii infection in immunocompetent hosts : a public health issue in europe";QLK2-CT-2000-01369;"This project is the first multimember study on sub clinical P. carina (PC) infection in the general population, in which genotypical,phenotypical and clinical aspects are combined in order to assess its importance for public health. General objective: to provide new knowledge ...";"FP5-LIFE QUALITY";2000-10-01;2004-03-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/54663_en.html
project;54999;;"Innovation in the process of cork production for elimination of odours responsible for cork taint";QLK1-CT-2000-41117;"Cork taint due to the presence of trichloroanisole and other volatile compounds is responsible for approximately 1000MECUs annual losses to the wine and cork industry posing a serious survival problem to hundred of Sees in the Em's less favoured regions, as well as a threat to...";"FP5-LIFE QUALITY";2000-09-20;2001-09-19;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/54999_en.html
project;59030;LABDEL;"Oral delivery of vaccine and therapeutic products using non-pathogenic lactic acid bacteria";QLK3-CT-2000-00340;"Scientific discoveries made in previous EC funded research programs on the lactic acid bacteria (LAB) have shown that there is considerable potential to develop products based on the oral delivery of vaccine and therapeutic agents using harmless commensally LAB. The aim is to ...";"FP5-LIFE QUALITY";2001-03-01;2004-02-29;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/59030_en.html
project;67760;OLDCLOCK;"Ageing and the biological clock in the brain (OLDCLOCK)";QLK6-CT-2002-02258;"The objective of the present project is to decipher basic cellular and molecular processes that underlie disturbances in the control of biological rhythms withageing. The suprachiasmatic nucleus (SCN) plays a role of biological clock and is unique for studies of ageing phenome...";"FP5-LIFE QUALITY";2003-01-01;2005-12-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/67760_en.html
project;81286;2-FUN;"Full-chain and Uncertainty approaches for assessing health risks in FUture eNvironmental scenarios";36976;"2-FUN aims to provide decision-makers with state of the art tools to analyse the current and future trends in environmental conditions and pressures that may lead to health problems. It will support the evaluation and ranking of management options through a range of functional...";FP6-SUSTDEV;2007-02-01;2011-01-31;en;en;"2011-03-01 09:12:36";https://cordis.europa.eu/project/rcn/81286_en.html
project;81281;HEIMTSA;"Health and environment integrated methodology and toolbox for scenario assessment";36913;"The Commission has for many years supported the development of methods and tools for health impact assessment (HIA) using the impact pathway approach. The main focus has been on outdoor air pollution and health where HIA methods, developed initially through projects such as Ex...";FP6-SUSTDEV;2007-02-01;2011-01-31;en;en;"2011-02-24 00:00:00";https://cordis.europa.eu/project/rcn/81281_en.html
project;81278;MICRODIS;"Integrated health, social and economic impacts of extreme events: Evidence, methods and tools";36877;"Recent events such as the Pakistan earthquake, Hurricane Katrina, the Indian Ocean tsunami and the European heat waves of 2003 reveal the vulnerability of societies to extreme events. The goal of this project is to strengthen prevention, mitigation and preparedness strategies ...";FP6-SUSTDEV;2007-02-01;2011-01-31;en;en;"2011-03-01 09:12:36";https://cordis.europa.eu/project/rcn/81278_en.html
project;34554;;"Lactic acid bacteria as cell factories for the production and delivery of mucosal immunogens";BIO4960542;;"FP4-BIOTECH 2";1996-12-01;2000-03-31;en;en;"2002-10-21 00:00:00";https://cordis.europa.eu/project/rcn/34554_en.html
project;46133;;"Rehabilitation of degraded soil ecosystems in semiarid areas through appropriate manuring practices";FMBI983177;;FP4-TMR;1998-11-01;2000-10-31;en;en;"2001-12-07 00:00:00";https://cordis.europa.eu/project/rcn/46133_en.html
project;51882;;"Enhancement of the EU Decision Support System RODOS and its customisation for use in Eastern Europe";IC15960318;;FP4-INCO;1997-01-01;1999-09-30;en;en;"2001-12-07 00:00:00";https://cordis.europa.eu/project/rcn/51882_en.html
project;46136;;"Biomarkers relevant to oil and gas industrial activties in low temperature marine ecosystems";FMBI983185;;FP4-TMR;1998-08-01;2001-07-31;en;en;"2001-12-07 00:00:00";https://cordis.europa.eu/project/rcn/46136_en.html
project;58083;JUST;"JUST-in-time health emergency interventions - Training of non-professionals by Virtual Reality and advanced IT tools";IST-1999-12581;"In health emergency care, effective and just-in-time interventions of on-the-field operators can reduce damages to injured citizens. Such damages can be severe and sometimes turn into permanent disabilities, causing high social costs. In most European countries, proper trainin...";FP5-IST;2000-01-01;2002-12-31;en;en;"2005-06-13 00:00:00";https://cordis.europa.eu/project/rcn/58083_en.html
project;74079;EMBIC;"The control of embryo implantation: studies of gene expression, protein profiles / functions at the utero embryonic level: cellular and molecular developmental events at the feto maternal interface";512040;"EMBIC virtual European laboratory on major mechanisms of implantation will study thoroughly the main cellular - cytokine networks/ key pathways promoting the de novo development of the decidua basalis and the mature placenta. Present fragmentation of experimental capacity and ...";FP6-LIFESCIHEALTH;2004-10-01;2008-09-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/74079_en.html
project;75331;CONAM;"Consensus networking on alternative methods within Europe";504776;"The CONAM project is proposed by ecopa. This is the only quadripartite not-for-profit organisation that promotes a consensus strategy for 3R-alternative methods in the EU. Innovative is that the 4 parties having a major interest, animal welfare, industry, government and academ...";FP6-LIFESCIHEALTH;2004-03-01;2007-02-28;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/75331_en.html
project;78569;CRAB;"COMBATING RESISTANCE TO ANTIBIOTICS";19023;"Combating bacteria with antibiotics is an endless race because bacteria acquire antibiotic resistance (AR) genes easily from unknown environmental sources. Until now, understanding and control of AR spread was attempted through the precise descriptions of AR genes presently fo...";FP6-LIFESCIHEALTH;2006-01-01;2009-06-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/78569_en.html
project;46766;;"Development of a force-feedback technology for SME manufacturers of medical equipment and simulation systems";BMH4989519;"Traditional surgical training procedures include the use of live animals (which have limited relevance), human cadavers (which are limited in supply), live human patients (requiring experienced supervision, which is also limited in supply) and artificial organs (which have l...";"FP4-BIOMED 2";1999-01-01;2000-12-31;en;en;"1999-04-15 00:00:00";https://cordis.europa.eu/project/rcn/46766_en.html
project;43506;;"Regulation of gene therapy: a European network of users";BMH4983894;;"FP4-BIOMED 2";1998-02-15;2001-02-14;en;en;"2002-11-18 00:00:00";https://cordis.europa.eu/project/rcn/43506_en.html
project;78701;ADDNET;"Paradigm shift from kidney biopsies to advanced molecular diagnostics from patient urine";503364;"BACKGROUND: Proteinuria is a sign of kidney involvement in association with common infectious, inflammatory, immunological or metabolic (diabetes) diseases. When persisting, proteinuria leads to scarring and end-stage kidney disease requiring dialysis or renal transplantation....";FP6-LIFESCIHEALTH;2004-01-01;2006-12-31;en;en;"2010-12-15 00:00:00";https://cordis.europa.eu/project/rcn/78701_en.html
project;86780;TOLERAGE;"Normalisation of immune reactivity in old age – from basic mechanisms to clinical application";202156;"When restoration of the immune response in older age is the target of basic and clinical research, boosting innate and adaptive immunity, e.g. by more efficient vaccination strategies, is the general approach. However, TOLERAGE has a fundamentally different focus, i.e. restor...";FP7-HEALTH;2008-04-01;2012-09-30;en;en;"2017-05-29 12:23:15";https://cordis.europa.eu/project/rcn/86780_en.html
project;87971;LUPA;"Unravelling the molecular basis of common complex human disorders using the dog as a model system";201370;"Despite major efforts, identifying susceptibility genes for common human diseases - cancer, cardiovascular, inflammatory and neurological disorders - is difficult due to the complexity of the underlying causes. The dog population is composed of ~ 400 purebred breeds; each one...";FP7-HEALTH;2008-01-01;2012-06-30;en;en;"2017-05-30 17:09:54";https://cordis.europa.eu/project/rcn/87971_en.html
project;74086;DC-THERA;"Dendritic cells for novel immmunotherapies";512074;"Dendritic cell (DC) immune-biology has enormous potential for development of new immunotherapies for cancer and infectious disease. Europe possesses a critical mass of leaders in the field who have pioneered many innovative advances and provided initial pr oof of principle for...";FP6-LIFESCIHEALTH;2005-01-01;2010-06-30;en;en;"2010-07-05 10:11:24";https://cordis.europa.eu/project/rcn/74086_en.html
project;74074;PEROXISOMES;"Integrated project to decipher the biological function of peroxisomes in health and disease";512018;"Although peroxisomes are essential for life,the various functions and dynamics of this organelle in health and disease are only poorly understood.Most inherited peroxisomal disorders in humans have a low incidence but collectively they represent an enormo us burden on affected...";FP6-LIFESCIHEALTH;2005-01-01;2008-12-31;en;en;"2010-12-23 00:00:00";https://cordis.europa.eu/project/rcn/74074_en.html
project;85793;INNOCHEM;"Innovative chemokine-based therapeutic strategies for autoimmunity and chronic inflammation";518167;"The general objective of INNOCHEM is to develop innovative chemokine-based therapeutic strategies for autoimmunity and chronic inflammation. The project is based on the scientific excellence of the applicants, which have made major recognized contributions to the field since t...";FP6-LIFESCIHEALTH;2005-11-01;2010-10-31;en;en;"2011-03-02 00:00:00";https://cordis.europa.eu/project/rcn/85793_en.html
project;78405;ANTIMAL;"Development of New Drugs for the Treatment of Malaria";18834;"Leading groups of malaria researchers will integrate their expertise in malaria biology and drug development to exploit new scientific and political opportunities to secure the development of a portfolio of viable novel AntiMalarial drugs. New chemical entities will be commerc...";FP6-LIFESCIHEALTH;2005-12-01;2011-05-31;en;en;"2011-12-20 00:00:00";https://cordis.europa.eu/project/rcn/78405_en.html
project;89943;PERSIST;"Persisting Transgenesis";222878;"For many disabling or fatal diseases, there is pre-clinical or clinical evidence of the potential therapeutic efficacy of gene therapy and, yet, the limitations of current gene transfer technologies have prevented success or even caused serious adverse events leading to termi...";FP7-HEALTH;2009-01-01;2013-06-30;en;en;"2017-05-25 16:54:40";https://cordis.europa.eu/project/rcn/89943_en.html
project;84934;"INGENIOUS HYPERCARE";"Integrated genomics, clinical research and care in hypertension";37093;"The InGenious HyperCare Network of Excellence's goal is that of integrating complementary but still fragmented experience in the mechanisms of blood pressure control and hypertension development, in phenotyping initiation and progression of organ damage and exploring genetics,...";FP6-LIFESCIHEALTH;2006-11-01;2011-01-31;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/84934_en.html
project;75471;EVI-GENORET;"Functional genomics of the retina in health and disease";512036;"The retina is a highly complex biological system that accommodates both numerous tissue-specific and ubiquitously expressed developmental and pathologic pathways. The number of genes identified in Inherited Retinal Degenerations (IRD) has steadily increased. The commonest caus...";FP6-LIFESCIHEALTH;2005-04-01;2009-03-31;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/75471_en.html
project;74344;4M;"Multi-Material Micro Manufacture: Technologies and Applications";500274;"The existing imbalance between the ease with which batch-fabricated micro components and Microsystems can be produced in silicon compared to the difficulties and the costs associated with their manufacture in other materials limits the speed with which new based-based products...";FP6-NMP;2004-10-01;2009-06-30;en;en;"2011-03-08 00:00:00";https://cordis.europa.eu/project/rcn/74344_en.html
project;75329;EMRS;"A European Multimedia Repository of Science";504755;"Life sciences hold promise to improve the quality of life in our society. Because of the complexity of the field and the considerable background knowledge required, the balance between benefits and risks are not easily explained or evident to the general public nor to educator...";FP6-LIFESCIHEALTH;2004-08-01;2009-07-31;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/75329_en.html
project;88916;ENAROMATIC;"European Network for Advanced Research on Olfaction for Malaria Transmitting Insect Control";222927;"The specificity of odor recognition by Anopheles gambiae odorant binding proteins (OBPs) and odorant receptors (ORs) will be investigated and correlated with quantifiable physiological and behavioral responses. For olfactory proteins involved in the detection of human hosts, ...";FP7-HEALTH;2008-12-01;2012-11-30;en;en;"2017-05-29 14:40:45";https://cordis.europa.eu/project/rcn/88916_en.html
project;58135;MI3;"Minimal Invasive Interventional Imaging";IST-1999-12338;"Minimally Invasive Interventional Imaging (MI3) project is intended to develop the second generation of Computer Assisted Surgery systems in the domains of dentistry, orthopedics, ENT surgery. MI3 proposes an integrated solution that combines hardware innovative imaging device...";FP5-IST;2000-01-01;2002-12-31;en;en;"2005-06-13 00:00:00";https://cordis.europa.eu/project/rcn/58135_en.html
project;191916;PALANTE;"PAtients Leading and mANaging their healThcare through EHealth";297260;"Patient empowerment is considered a potential tool to reduce healthcare costs and improve efficiency of the health systems, reinforcing healthcare quality. Patient empowerment has become an element of high priority in the EU health strategy, supported by national and regional...";CIP;2012-02-01;2015-07-31;en;en;"2017-04-25 01:39:34";https://cordis.europa.eu/project/rcn/191916_en.html
project;97509;EPIGENESYS;"Epigenetics towards systems biology";257082;"The ‘EpiGeneSys’ Network of Excellence aims to enable European epigenetics research to enter the arena of systems biology, a new step forward with major implications for human health. Many diseases, not explained solely by gene mutation, have rather been associated with epige...";FP7-HEALTH;2010-10-01;2016-03-31;en;en;"2017-06-12 09:19:22";https://cordis.europa.eu/project/rcn/97509_en.html
project;86677;preDiCT;"Computational Prediction of Drug Cardiac Toxicity";224381;"Many drugs fail to reach the market because of side effects on the heart. The principal objective of this proposal is to create an advanced computational technology for in silico assessment of the efficacy and safety of specific drugs [ICT-2007.5.3(c) (3)], i.e. an open envir...";FP7-ICT;2008-06-01;2011-05-31;en;en;"2017-04-19 02:03:53";https://cordis.europa.eu/project/rcn/86677_en.html
project;86731;EURO-PADNET;"The Pathophysiology and Natural Course of Patients with Primary Antibody Deficiencies (PAD)";201549;"This medium-sized collaborative project will document and monitor the natural course and study the pathophysiology of Primary Antibody Deficiencies (PAD). PADs are rare inborn errors of the immune system with an estimated incidence of <1:25.000. The defective immunity in pati...";FP7-HEALTH;2008-05-01;2011-04-30;en;en;"2017-05-30 17:15:53";https://cordis.europa.eu/project/rcn/86731_en.html
project;94538;NIMBL;"Nuclease Immune Mediated Brain and Lupus-like conditions (NIMBL): natural history, pathophysiology, diagnostic and therapeutic modalities with application to other disorders of autoimmunity";241779;"Nuclease Immune Mediated Brain and Lupus-like (NIMBL) conditions, comprising Aicardi-Goutieres Syndrome, Retinal Vasculopathy with Cerebral Leukodystrophy and some cases of Systemic Lupus Erythematosus, are devastating genetic disorders resulting in greatly reduced quality of...";FP7-HEALTH;2010-06-01;2013-11-30;en;en;"2017-05-25 22:24:25";https://cordis.europa.eu/project/rcn/94538_en.html
project;98406;EUROTARGET;"European collaborative project on Targeted therapy in renal cell cancer: genetic and tumor-related biomarkers for response and toxicity";259939;"Each year more than 63,000 new cases of kidney cancer are diagnosed in the European Union. Approx. 50% of all patients have metastasized renal cell cancer (mRCC) at presentation or develop metastases during follow-up. 5-year relative survival of mRCC has been extremely poor: ...";FP7-HEALTH;2011-03-01;2016-08-31;en;en;"2017-05-26 01:27:37";https://cordis.europa.eu/project/rcn/98406_en.html
project;98754;MM4TB;"More Medicines for Tuberculosis";260872;"The More Medicines for Tuberculosis (MM4TB) consortium evolved from the highly successful FP6 project, New Medicines for TB (NM4TB), that delivered a candidate drug for clinical development two years ahead of schedule. Building on these firm foundations and exploiting its pro...";FP7-HEALTH;2011-02-01;2016-07-31;en;en;"2017-05-26 01:35:56";https://cordis.europa.eu/project/rcn/98754_en.html
project;97697;EURO-MOTOR;"European multidisciplinary ALS network identification to cure motor neuron degeneration";259867;"Amyotrophic Lateral Sclerosis is one of the most devastating diseases in neurology affecting in Europe 50,000 individuals at any time, and causing around 10,000 deaths each year. ALS is characterized by progressive degeneration of motor neurons in brain and spinal cord leadin...";FP7-HEALTH;2011-02-01;2016-01-31;en;en;"2017-05-29 20:44:20";https://cordis.europa.eu/project/rcn/97697_en.html
project;97659;CURELUNG;"Determining (epi)genetic therapeutic signatures for improving lung cancer prognosis";258677;"Lung cancer (LC) is still the most lethal type of cancer worldwide. The extremely poor prognosis for LC patients is partly due to the lack of effective therapies. At present, most patients with pulmonary carcinomas are treated with chemotherapy. This essentially consists of c...";FP7-HEALTH;2011-01-01;2014-06-30;en;en;"2017-05-26 01:20:08";https://cordis.europa.eu/project/rcn/97659_en.html
project;58524;TENORMHARM;"New approach to assessment and reduction of health risk and environmental impact originating from TENORM according to requirements of EU Directive 96/29/Euratom";FIGM-CT-2001-00174;"The main aim of the project is to introduce a new holistic methodology related to assessment and reduction of health risk and environmental impact caused by technologically enhanced naturally occurring radioactive materials (TENORM). The project provides an overview and assess...";"FP5-EAECTP C";2001-11-01;2004-10-31;en;en;"2003-04-01 00:00:00";https://cordis.europa.eu/project/rcn/58524_en.html
project;89155;ICEBERG;"Discovery of Type 2 Diabetes Targets";233285;"This proposal is focused on the identification and biological validation of the metabolic pathways and key regulatory genes that control insulin sensitivity in Type 2 diabetes mellitus (T2DM). We are focusing on skeletal muscle because it is quantitatively the most important ...";FP7-IDEAS-ERC;2009-01-01;2013-12-31;en;en;"2017-05-25 18:43:08";https://cordis.europa.eu/project/rcn/89155_en.html
